"units","scenario","year","value","variable","source"
"W/m^2","GCAM_SSP5_2p6",2045,-0.011725,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2046,-0.00919794,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2047,-0.00667085,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2048,-0.00414376,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2049,-0.00161667,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2050,0.000910413,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2051,0.00191837,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2052,0.00292632,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2053,0.00393427,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2054,0.00494222,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2055,0.00595018,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2056,0.00680588,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2057,0.00766158,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2058,0.00851728,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2059,0.00937299,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2060,0.0102287,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2061,0.010938,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2062,0.0116473,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2063,0.0123566,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2064,0.0130659,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2065,0.0137753,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2066,0.0145744,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2067,0.0153735,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2068,0.0161726,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2069,0.0169717,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2070,0.0177708,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2071,0.0182561,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2072,0.0187415,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2073,0.0192268,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2074,0.0197121,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2075,0.0201975,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2076,0.0205952,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2077,0.0209928,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2078,0.0213905,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2079,0.0217882,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2080,0.0221858,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2081,0.0226511,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2082,0.0231163,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2083,0.0235815,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2084,0.0240467,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2085,0.0245119,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2086,0.0247471,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2087,0.0249822,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2088,0.0252174,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2089,0.0254525,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2090,0.0256877,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2091,0.0258393,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2092,0.0259909,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2093,0.0261425,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2094,0.0262942,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2095,0.0264458,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2096,0.0265573,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2097,0.0266688,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2098,0.0267803,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2099,0.0268918,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2100,0.0270032,"RF_OC","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1976,0.032349,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1977,0.0329131,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1978,0.0334511,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1979,0.0340049,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1980,0.0345282,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1981,0.0349403,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1982,0.0355625,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1983,0.0359063,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1984,0.0362715,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1985,0.0366091,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1986,0.0370032,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1987,0.0374405,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1988,0.0378441,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1989,0.0382267,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1990,0.0386362,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1991,0.0394549,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1992,0.0396023,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1993,0.0397321,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1994,0.0401774,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1995,0.0403317,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1996,0.0404678,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1997,0.0413577,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1998,0.0417024,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1999,0.0417624,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2000,0.0417421,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2001,0.0417688,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2002,0.0420783,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2003,0.0423898,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2004,0.0427806,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2005,0.0431361,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2006,0.0434291,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2007,0.0436644,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2008,0.0438481,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2009,0.0439863,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2010,0.0440842,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2011,0.0442386,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2012,0.0444463,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2013,0.0447,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2014,0.0449974,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2015,0.0453346,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2016,0.0456776,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2017,0.0460256,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2018,0.0463785,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2019,0.0467357,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2020,0.0470967,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2021,0.0474612,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2022,0.0477887,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2023,0.0480826,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2024,0.0483455,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2025,0.0485802,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2026,0.0488689,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2027,0.049207,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2028,0.0495897,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2029,0.0500128,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2030,0.0504725,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2031,0.050967,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2032,0.051493,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2033,0.0520475,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2034,0.0526279,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2035,0.0532318,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2036,0.0535874,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2037,0.0537179,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2038,0.0536448,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2039,0.0533864,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2040,0.0529585,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2041,0.0525701,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2042,0.0522169,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2043,0.0518946,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2044,0.0515995,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2045,0.0513286,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2046,0.0510942,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2047,0.0508926,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2048,0.0507199,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2049,0.0505729,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2050,0.0504488,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2051,0.0503519,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2052,0.0502793,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2053,0.0502284,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2054,0.0501968,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2055,0.0501827,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2056,0.0501802,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2057,0.0501883,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2058,0.0502057,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2059,0.0502315,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2060,0.0502646,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2061,0.050297,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2062,0.0503287,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2063,0.0503596,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2064,0.0503896,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2065,0.0504187,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2066,0.0504466,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2067,0.0504733,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2068,0.0504987,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2069,0.050523,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2070,0.050546,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2071,0.0505661,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2072,0.0505834,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2073,0.0505981,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2074,0.0506105,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2075,0.0506206,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2076,0.0506093,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2077,0.0505787,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2078,0.0505303,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2079,0.0504658,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2080,0.0503866,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2081,0.0502839,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2082,0.0501598,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2083,0.0500164,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2084,0.0498552,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2085,0.049678,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2086,0.0494813,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2087,0.0492671,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2088,0.0490368,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2089,0.0487918,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2090,0.0485334,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2091,0.0482583,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2092,0.0479681,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2093,0.0476641,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2094,0.0473475,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2095,0.0470194,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2096,0.0466755,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2097,0.0463171,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2098,0.0459457,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2099,0.0455624,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2100,0.0451684,"RF_H2O_strat","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1976,0.332685,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1977,0.339523,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1978,0.349427,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1979,0.355642,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1980,0.355273,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1981,0.351734,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1982,0.360543,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1983,0.348953,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1984,0.357558,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1985,0.362344,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1986,0.366618,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1987,0.377009,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1988,0.385258,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1989,0.386823,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1990,0.38947,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1991,0.413873,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1992,0.392768,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1993,0.400616,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1994,0.413913,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1995,0.407025,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1996,0.405479,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1997,0.437121,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1998,0.430398,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",1999,0.412824,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2000,0.410571,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2001,0.411135,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2002,0.421939,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2003,0.425156,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2004,0.436433,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2005,0.437412,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2006,0.433638,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2007,0.429704,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2008,0.425627,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2009,0.421425,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2010,0.417113,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2011,0.417198,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2012,0.417425,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2013,0.417775,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2014,0.41824,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2015,0.418808,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2016,0.415369,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2017,0.411938,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2018,0.408517,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2019,0.405103,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2020,0.401694,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2021,0.39829,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2022,0.397803,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2023,0.397225,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2024,0.396565,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2025,0.39583,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2026,0.391284,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2027,0.386861,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2028,0.382548,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2029,0.378332,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2030,0.374203,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2031,0.371553,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2032,0.368974,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2033,0.366457,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2034,0.363994,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2035,0.361579,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2036,0.350738,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2037,0.339351,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2038,0.327472,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2039,0.315144,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2040,0.302402,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2041,0.296234,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2042,0.290148,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2043,0.284134,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2044,0.278185,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2045,0.272293,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2046,0.268899,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2047,0.265586,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2048,0.262344,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2049,0.259165,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2050,0.256043,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2051,0.254303,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2052,0.252625,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2053,0.251,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2054,0.249425,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2055,0.247893,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2056,0.246703,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2057,0.24554,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2058,0.2444,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2059,0.243281,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2060,0.242181,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2061,0.241319,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2062,0.240455,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2063,0.239588,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2064,0.23872,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2065,0.23785,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2066,0.237192,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2067,0.23653,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2068,0.235866,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2069,0.235199,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2070,0.234529,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2071,0.234026,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2072,0.233515,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2073,0.232999,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2074,0.232476,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2075,0.231948,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2076,0.231416,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2077,0.230835,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2078,0.23021,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2079,0.229544,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2080,0.228841,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2081,0.228013,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP5_2p6",2082,0.227131,"RF_O3_trop","gcam xmldb"
